movieId,title,genres,year,title_clean,genre_list,movie_idx
73,"Misérables, Les (1995)",Drama|War,1995.0,"Misérables, Les","['Drama', 'War']",44
76,Screamers (1995),Action|Sci-Fi|Thriller,1995.0,Screamers,"['Action', 'Sci-Fi', 'Thriller']",45
79,"Juror, The (1996)",Drama|Thriller,1996.0,"Juror, The","['Drama', 'Thriller']",46
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,1995.0,Things to Do in Denver When You're Dead,"['Crime', 'Drama', 'Romance']",47
86,White Squall (1996),Action|Adventure|Drama,1996.0,White Squall,"['Action', 'Adventure', 'Drama']",48
88,Black Sheep (1996),Comedy,1996.0,Black Sheep,['Comedy'],49
89,Nick of Time (1995),Action|Thriller,1995.0,Nick of Time,"['Action', 'Thriller']",50
94,Beautiful Girls (1996),Comedy|Drama|Romance,1996.0,Beautiful Girls,"['Comedy', 'Drama', 'Romance']",51
95,Broken Arrow (1996),Action|Adventure|Thriller,1996.0,Broken Arrow,"['Action', 'Adventure', 'Thriller']",52
97,"Hate (Haine, La) (1995)",Crime|Drama,1995.0,"Hate (Haine, La)","['Crime', 'Drama']",53
100,City Hall (1996),Drama|Thriller,1996.0,City Hall,"['Drama', 'Thriller']",54
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,1996.0,Bottle Rocket,"['Adventure', 'Comedy', 'Crime', 'Romance']",55
104,Happy Gilmore (1996),Comedy,1996.0,Happy Gilmore,['Comedy'],56
105,"Bridges of Madison County, The (1995)",Drama|Romance,1995.0,"Bridges of Madison County, The","['Drama', 'Romance']",57
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,1996.0,Muppet Treasure Island,"['Adventure', 'Children', 'Comedy', 'Musical']",58
110,Braveheart (1995),Action|Drama|War,1995.0,Braveheart,"['Action', 'Drama', 'War']",59
111,Taxi Driver (1976),Crime|Drama|Thriller,1976.0,Taxi Driver,"['Crime', 'Drama', 'Thriller']",60
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,1995.0,Rumble in the Bronx (Hont faan kui),"['Action', 'Adventure', 'Comedy', 'Crime']",61
122,Boomerang (1992),Comedy|Romance,1992.0,Boomerang,"['Comedy', 'Romance']",62
125,Flirting With Disaster (1996),Comedy,1996.0,Flirting With Disaster,['Comedy'],63
135,Down Periscope (1996),Comedy,1996.0,Down Periscope,['Comedy'],64
140,Up Close and Personal (1996),Drama|Romance,1996.0,Up Close and Personal,"['Drama', 'Romance']",65
141,"Birdcage, The (1996)",Comedy,1996.0,"Birdcage, The",['Comedy'],66
144,"Brothers McMullen, The (1995)",Comedy,1995.0,"Brothers McMullen, The",['Comedy'],67
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,1995.0,Bad Boys,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",68
147,"Basketball Diaries, The (1995)",Drama,1995.0,"Basketball Diaries, The",['Drama'],69
150,Apollo 13 (1995),Adventure|Drama|IMAX,1995.0,Apollo 13,"['Adventure', 'Drama', 'IMAX']",70
151,Rob Roy (1995),Action|Drama|Romance|War,1995.0,Rob Roy,"['Action', 'Drama', 'Romance', 'War']",71
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,1995.0,Batman Forever,"['Action', 'Adventure', 'Comedy', 'Crime']",72
154,Beauty of the Day (Belle de jour) (1967),Drama,1967.0,Beauty of the Day (Belle de jour),['Drama'],73
157,Canadian Bacon (1995),Comedy|War,1995.0,Canadian Bacon,"['Comedy', 'War']",74
158,Casper (1995),Adventure|Children,1995.0,Casper,"['Adventure', 'Children']",75
159,Clockers (1995),Crime|Drama|Mystery,1995.0,Clockers,"['Crime', 'Drama', 'Mystery']",76
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1995.0,Congo,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",77
161,Crimson Tide (1995),Drama|Thriller|War,1995.0,Crimson Tide,"['Drama', 'Thriller', 'War']",78
162,Crumb (1994),Documentary,1994.0,Crumb,['Documentary'],79
163,Desperado (1995),Action|Romance|Western,1995.0,Desperado,"['Action', 'Romance', 'Western']",80
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,1995.0,Devil in a Blue Dress,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",81
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,1995.0,Die Hard: With a Vengeance,"['Action', 'Crime', 'Thriller']",82
168,First Knight (1995),Action|Drama|Romance,1995.0,First Knight,"['Action', 'Drama', 'Romance']",83
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,1995.0,Free Willy 2: The Adventure Home,"['Adventure', 'Children', 'Drama']",84
170,Hackers (1995),Action|Adventure|Crime|Thriller,1995.0,Hackers,"['Action', 'Adventure', 'Crime', 'Thriller']",85
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,1995.0,Johnny Mnemonic,"['Action', 'Sci-Fi', 'Thriller']",86
173,Judge Dredd (1995),Action|Crime|Sci-Fi,1995.0,Judge Dredd,"['Action', 'Crime', 'Sci-Fi']",87
174,Jury Duty (1995),Comedy,1995.0,Jury Duty,['Comedy'],88
175,Kids (1995),Drama,1995.0,Kids,['Drama'],89
176,Living in Oblivion (1995),Comedy,1995.0,Living in Oblivion,['Comedy'],90
180,Mallrats (1995),Comedy|Romance,1995.0,Mallrats,"['Comedy', 'Romance']",91
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,1995.0,Mighty Morphin Power Rangers: The Movie,"['Action', 'Children']",92
185,"Net, The (1995)",Action|Crime|Thriller,1995.0,"Net, The","['Action', 'Crime', 'Thriller']",93
186,Nine Months (1995),Comedy|Romance,1995.0,Nine Months,"['Comedy', 'Romance']",94
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,1995.0,"Prophecy, The","['Fantasy', 'Horror', 'Mystery']",95
193,Showgirls (1995),Drama,1995.0,Showgirls,['Drama'],96
194,Smoke (1995),Comedy|Drama,1995.0,Smoke,"['Comedy', 'Drama']",97
195,Something to Talk About (1995),Comedy|Drama|Romance,1995.0,Something to Talk About,"['Comedy', 'Drama', 'Romance']",98
196,Species (1995),Horror|Sci-Fi,1995.0,Species,"['Horror', 'Sci-Fi']",99
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995.0,Strange Days,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",100
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,1995.0,"To Wong Foo, Thanks for Everything! Julie Newmar",['Comedy'],101
204,Under Siege 2: Dark Territory (1995),Action,1995.0,Under Siege 2: Dark Territory,['Action'],102
207,"Walk in the Clouds, A (1995)",Drama|Romance,1995.0,"Walk in the Clouds, A","['Drama', 'Romance']",103
208,Waterworld (1995),Action|Adventure|Sci-Fi,1995.0,Waterworld,"['Action', 'Adventure', 'Sci-Fi']",104
215,Before Sunrise (1995),Drama|Romance,1995.0,Before Sunrise,"['Drama', 'Romance']",105
216,Billy Madison (1995),Comedy,1995.0,Billy Madison,['Comedy'],106
218,Boys on the Side (1995),Comedy|Drama,1995.0,Boys on the Side,"['Comedy', 'Drama']",107
222,Circle of Friends (1995),Drama|Romance,1995.0,Circle of Friends,"['Drama', 'Romance']",108
223,Clerks (1994),Comedy,1994.0,Clerks,['Comedy'],109
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,1995.0,Don Juan DeMarco,"['Comedy', 'Drama', 'Romance']",110
225,Disclosure (1994),Drama|Thriller,1994.0,Disclosure,"['Drama', 'Thriller']",111
227,Drop Zone (1994),Action|Thriller,1994.0,Drop Zone,"['Action', 'Thriller']",112
230,Dolores Claiborne (1995),Drama|Thriller,1995.0,Dolores Claiborne,"['Drama', 'Thriller']",113
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,1994.0,Dumb & Dumber (Dumb and Dumber),"['Adventure', 'Comedy']",114
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,1994.0,Eat Drink Man Woman (Yin shi nan nu),"['Comedy', 'Drama', 'Romance']",115
233,Exotica (1994),Drama,1994.0,Exotica,['Drama'],116
234,Exit to Eden (1994),Comedy,1994.0,Exit to Eden,['Comedy'],117
235,Ed Wood (1994),Comedy|Drama,1994.0,Ed Wood,"['Comedy', 'Drama']",118
236,French Kiss (1995),Action|Comedy|Romance,1995.0,French Kiss,"['Action', 'Comedy', 'Romance']",119
237,Forget Paris (1995),Comedy|Romance,1995.0,Forget Paris,"['Comedy', 'Romance']",120
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,1995.0,"Goofy Movie, A","['Animation', 'Children', 'Comedy', 'Romance']",121
246,Hoop Dreams (1994),Documentary,1994.0,Hoop Dreams,['Documentary'],122
247,Heavenly Creatures (1994),Crime|Drama,1994.0,Heavenly Creatures,"['Crime', 'Drama']",123
248,Houseguest (1994),Comedy,1994.0,Houseguest,['Comedy'],124
249,Immortal Beloved (1994),Drama|Romance,1994.0,Immortal Beloved,"['Drama', 'Romance']",125
252,I.Q. (1994),Comedy|Romance,1994.0,I.Q.,"['Comedy', 'Romance']",126
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,1994.0,Interview with the Vampire: The Vampire Chronicles,"['Drama', 'Horror']",127
256,Junior (1994),Comedy|Sci-Fi,1994.0,Junior,"['Comedy', 'Sci-Fi']",128
257,Just Cause (1995),Mystery|Thriller,1995.0,Just Cause,"['Mystery', 'Thriller']",129
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,1995.0,"Kid in King Arthur's Court, A","['Adventure', 'Children', 'Comedy', 'Fantasy', 'Romance']",130
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,1977.0,Star Wars: Episode IV - A New Hope,"['Action', 'Adventure', 'Sci-Fi']",131
261,Little Women (1994),Drama,1994.0,Little Women,['Drama'],132
262,"Little Princess, A (1995)",Children|Drama,1995.0,"Little Princess, A","['Children', 'Drama']",133
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,1992.0,Like Water for Chocolate (Como agua para chocolate),"['Drama', 'Fantasy', 'Romance']",134
266,Legends of the Fall (1994),Drama|Romance|War|Western,1994.0,Legends of the Fall,"['Drama', 'Romance', 'War', 'Western']",135
267,Major Payne (1995),Comedy,1995.0,Major Payne,['Comedy'],136
272,"Madness of King George, The (1994)",Comedy|Drama,1994.0,"Madness of King George, The","['Comedy', 'Drama']",137
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,1994.0,Mary Shelley's Frankenstein (Frankenstein),"['Drama', 'Horror', 'Sci-Fi']",138
276,Milk Money (1994),Comedy|Romance,1994.0,Milk Money,"['Comedy', 'Romance']",139
277,Miracle on 34th Street (1994),Drama,1994.0,Miracle on 34th Street,['Drama'],140
280,Murder in the First (1995),Drama|Thriller,1995.0,Murder in the First,"['Drama', 'Thriller']",141
281,Nobody's Fool (1994),Comedy|Drama|Romance,1994.0,Nobody's Fool,"['Comedy', 'Drama', 'Romance']",142
282,Nell (1994),Drama,1994.0,Nell,['Drama'],143
288,Natural Born Killers (1994),Action|Crime|Thriller,1994.0,Natural Born Killers,"['Action', 'Crime', 'Thriller']",144
290,Once Were Warriors (1994),Crime|Drama,1994.0,Once Were Warriors,"['Crime', 'Drama']",145
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,1995.0,Outbreak,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",146
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,1994.0,Léon: The Professional (a.k.a. The Professional) (Léon),"['Action', 'Crime', 'Drama', 'Thriller']",147
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,1994.0,Pulp Fiction,"['Comedy', 'Crime', 'Drama', 'Thriller']",148
300,Quiz Show (1994),Drama,1994.0,Quiz Show,['Drama'],149
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,1995.0,"Quick and the Dead, The","['Action', 'Thriller', 'Western']",150
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,1994.0,Three Colors: Red (Trois couleurs: Rouge),['Drama'],151
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,1993.0,Three Colors: Blue (Trois couleurs: Bleu),['Drama'],152
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,1994.0,Three Colors: White (Trzy kolory: Bialy),"['Comedy', 'Drama']",153
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,1994.0,"Secret of Roan Inish, The","['Children', 'Drama', 'Fantasy', 'Mystery']",154
315,"Specialist, The (1994)",Action|Drama|Thriller,1994.0,"Specialist, The","['Action', 'Drama', 'Thriller']",155
316,Stargate (1994),Action|Adventure|Sci-Fi,1994.0,Stargate,"['Action', 'Adventure', 'Sci-Fi']",156
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,1994.0,"Santa Clause, The","['Comedy', 'Drama', 'Fantasy']",157
318,"Shawshank Redemption, The (1994)",Crime|Drama,1994.0,"Shawshank Redemption, The","['Crime', 'Drama']",158
319,Shallow Grave (1994),Comedy|Drama|Thriller,1994.0,Shallow Grave,"['Comedy', 'Drama', 'Thriller']",159
322,Swimming with Sharks (1995),Comedy|Drama,1995.0,Swimming with Sharks,"['Comedy', 'Drama']",160
327,Tank Girl (1995),Action|Comedy|Sci-Fi,1995.0,Tank Girl,"['Action', 'Comedy', 'Sci-Fi']",161
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,1995.0,Tales from the Crypt Presents: Demon Knight,"['Horror', 'Thriller']",162
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,1994.0,Star Trek: Generations,"['Adventure', 'Drama', 'Sci-Fi']",163
332,Village of the Damned (1995),Horror|Sci-Fi,1995.0,Village of the Damned,"['Horror', 'Sci-Fi']",164
333,Tommy Boy (1995),Comedy,1995.0,Tommy Boy,['Comedy'],165
337,What's Eating Gilbert Grape (1993),Drama,1993.0,What's Eating Gilbert Grape,['Drama'],166
338,Virtuosity (1995),Action|Sci-Fi|Thriller,1995.0,Virtuosity,"['Action', 'Sci-Fi', 'Thriller']",167
339,While You Were Sleeping (1995),Comedy|Romance,1995.0,While You Were Sleeping,"['Comedy', 'Romance']",168
342,Muriel's Wedding (1994),Comedy,1994.0,Muriel's Wedding,['Comedy'],169
344,Ace Ventura: Pet Detective (1994),Comedy,1994.0,Ace Ventura: Pet Detective,['Comedy'],170
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,1994.0,"Adventures of Priscilla, Queen of the Desert, The","['Comedy', 'Drama']",171
348,Bullets Over Broadway (1994),Comedy,1994.0,Bullets Over Broadway,['Comedy'],172
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,1994.0,Clear and Present Danger,"['Action', 'Crime', 'Drama', 'Thriller']",173
350,"Client, The (1994)",Drama|Mystery|Thriller,1994.0,"Client, The","['Drama', 'Mystery', 'Thriller']",174
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,1994.0,"Corrina, Corrina","['Comedy', 'Drama', 'Romance']",175
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,1994.0,"Crow, The","['Action', 'Crime', 'Fantasy', 'Thriller']",176
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,1994.0,"Flintstones, The","['Children', 'Comedy', 'Fantasy']",177
356,Forrest Gump (1994),Comedy|Drama|Romance|War,1994.0,Forrest Gump,"['Comedy', 'Drama', 'Romance', 'War']",178
357,Four Weddings and a Funeral (1994),Comedy|Romance,1994.0,Four Weddings and a Funeral,"['Comedy', 'Romance']",179
361,It Could Happen to You (1994),Comedy|Drama|Romance,1994.0,It Could Happen to You,"['Comedy', 'Drama', 'Romance']",180
362,"Jungle Book, The (1994)",Adventure|Children|Romance,1994.0,"Jungle Book, The","['Adventure', 'Children', 'Romance']",181
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,1994.0,"Lion King, The","['Adventure', 'Animation', 'Children', 'Drama', 'Musical', 'IMAX']",182
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,1994.0,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)","['Drama', 'Horror', 'Mystery', 'Thriller']",183
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,1994.0,"Mask, The","['Action', 'Comedy', 'Crime', 'Fantasy']",184
368,Maverick (1994),Adventure|Comedy|Western,1994.0,Maverick,"['Adventure', 'Comedy', 'Western']",185
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,1994.0,Naked Gun 33 1/3: The Final Insult,"['Action', 'Comedy']",186
371,"Paper, The (1994)",Comedy|Drama,1994.0,"Paper, The","['Comedy', 'Drama']",187
372,Reality Bites (1994),Comedy|Drama|Romance,1994.0,Reality Bites,"['Comedy', 'Drama', 'Romance']",188
373,Red Rock West (1992),Thriller,1992.0,Red Rock West,['Thriller'],189
374,Richie Rich (1994),Children|Comedy,1994.0,Richie Rich,"['Children', 'Comedy']",190
376,"River Wild, The (1994)",Action|Thriller,1994.0,"River Wild, The","['Action', 'Thriller']",191
377,Speed (1994),Action|Romance|Thriller,1994.0,Speed,"['Action', 'Romance', 'Thriller']",192
379,Timecop (1994),Action|Sci-Fi|Thriller,1994.0,Timecop,"['Action', 'Sci-Fi', 'Thriller']",193
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,1994.0,True Lies,"['Action', 'Adventure', 'Comedy', 'Romance', 'Thriller']",194
381,When a Man Loves a Woman (1994),Drama|Romance,1994.0,When a Man Loves a Woman,"['Drama', 'Romance']",195
382,Wolf (1994),Drama|Horror|Romance|Thriller,1994.0,Wolf,"['Drama', 'Horror', 'Romance', 'Thriller']",196
383,Wyatt Earp (1994),Western,1994.0,Wyatt Earp,['Western'],197
393,Street Fighter (1994),Action|Adventure|Fantasy,1994.0,Street Fighter,"['Action', 'Adventure', 'Fantasy']",198
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,1994.0,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),"['Action', 'Fantasy']",199
410,Addams Family Values (1993),Children|Comedy|Fantasy,1993.0,Addams Family Values,"['Children', 'Comedy', 'Fantasy']",200
412,"Age of Innocence, The (1993)",Drama,1993.0,"Age of Innocence, The",['Drama'],201
413,Airheads (1994),Comedy,1994.0,Airheads,['Comedy'],202
415,Another Stakeout (1993),Comedy|Thriller,1993.0,Another Stakeout,"['Comedy', 'Thriller']",203
417,Barcelona (1994),Comedy|Romance,1994.0,Barcelona,"['Comedy', 'Romance']",204
419,"Beverly Hillbillies, The (1993)",Comedy,1993.0,"Beverly Hillbillies, The",['Comedy'],205
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,1994.0,Beverly Hills Cop III,"['Action', 'Comedy', 'Crime', 'Thriller']",206
421,Black Beauty (1994),Adventure|Children|Drama,1994.0,Black Beauty,"['Adventure', 'Children', 'Drama']",207
423,Blown Away (1994),Action|Thriller,1994.0,Blown Away,"['Action', 'Thriller']",208
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,1993.0,Boxing Helena,"['Drama', 'Mystery', 'Romance', 'Thriller']",209
428,"Bronx Tale, A (1993)",Drama,1993.0,"Bronx Tale, A",['Drama'],210
431,Carlito's Way (1993),Crime|Drama,1993.0,Carlito's Way,"['Crime', 'Drama']",211
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,1994.0,City Slickers II: The Legend of Curly's Gold,"['Adventure', 'Comedy', 'Western']",212
434,Cliffhanger (1993),Action|Adventure|Thriller,1993.0,Cliffhanger,"['Action', 'Adventure', 'Thriller']",213
435,Coneheads (1993),Comedy|Sci-Fi,1993.0,Coneheads,"['Comedy', 'Sci-Fi']",214
440,Dave (1993),Comedy|Romance,1993.0,Dave,"['Comedy', 'Romance']",215
441,Dazed and Confused (1993),Comedy,1993.0,Dazed and Confused,['Comedy'],216
442,Demolition Man (1993),Action|Adventure|Sci-Fi,1993.0,Demolition Man,"['Action', 'Adventure', 'Sci-Fi']",217
445,Fatal Instinct (1993),Comedy,1993.0,Fatal Instinct,['Comedy'],218
454,"Firm, The (1993)",Drama|Thriller,1993.0,"Firm, The","['Drama', 'Thriller']",219
455,Free Willy (1993),Adventure|Children|Drama,1993.0,Free Willy,"['Adventure', 'Children', 'Drama']",220
457,"Fugitive, The (1993)",Thriller,1993.0,"Fugitive, The",['Thriller'],221
464,Hard Target (1993),Action|Adventure|Crime|Thriller,1993.0,Hard Target,"['Action', 'Adventure', 'Crime', 'Thriller']",222
466,Hot Shots! Part Deux (1993),Action|Comedy|War,1993.0,Hot Shots! Part Deux,"['Action', 'Comedy', 'War']",223
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,1995.0,"Englishman Who Went Up a Hill But Came Down a Mountain, The","['Comedy', 'Romance']",224
471,"Hudsucker Proxy, The (1994)",Comedy,1994.0,"Hudsucker Proxy, The",['Comedy'],225
474,In the Line of Fire (1993),Action|Thriller,1993.0,In the Line of Fire,"['Action', 'Thriller']",226
475,In the Name of the Father (1993),Drama,1993.0,In the Name of the Father,['Drama'],227
477,What's Love Got to Do with It? (1993),Drama|Musical,1993.0,What's Love Got to Do with It?,"['Drama', 'Musical']",228
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,1993.0,Jurassic Park,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",229
481,Kalifornia (1993),Drama|Thriller,1993.0,Kalifornia,"['Drama', 'Thriller']",230
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,1993.0,Last Action Hero,"['Action', 'Adventure', 'Comedy', 'Fantasy']",231
489,Made in America (1993),Comedy,1993.0,Made in America,['Comedy'],232
490,Malice (1993),Thriller,1993.0,Malice,['Thriller'],233
491,"Man Without a Face, The (1993)",Drama,1993.0,"Man Without a Face, The",['Drama'],234
492,Manhattan Murder Mystery (1993),Comedy|Mystery,1993.0,Manhattan Murder Mystery,"['Comedy', 'Mystery']",235
493,Menace II Society (1993),Action|Crime|Drama,1993.0,Menace II Society,"['Action', 'Crime', 'Drama']",236
494,Executive Decision (1996),Action|Adventure|Thriller,1996.0,Executive Decision,"['Action', 'Adventure', 'Thriller']",237
497,Much Ado About Nothing (1993),Comedy|Romance,1993.0,Much Ado About Nothing,"['Comedy', 'Romance']",238
